FBdate,FBnews,FBsource
03/31/18,"INVESTOR ALERT: Brower Piven Encourages Shareholders Who Have Losses In Excess Of $100,000 From Investment In Facebook, Inc. To Contact Brower Piven Before The Lead Plaintiff Deadline In Class Action Lawsuit",BW
03/30/18,"INVESTOR ALERT: Levi & Korsinsky, LLP Notifies Shareholders of Facebook, Inc. of Commencement of a Class Action Lawsuit and a Lead Plaintiff Deadline of May 21, 2018",BW
03/29/18,"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Notifies Shareholders of Facebook, Inc. of a Class Action Lawsuit and a Lead Plaintiff Deadline of May 21, 2018 - FB",PMZ
03/28/18,"The Klein Law Firm Reminds Investors of an Investigation Concerning Possible Violations of Federal Securities Laws by Facebook, Inc. (FB)",BW
03/28/18,"Facebook's Crisis PR Out of Touch, says PR Expert Dobson",PMZ
03/27/18,"The Klein Law Firm Notifies Investors of an Investigation Concerning Possible Violations of Federal Securities Laws by Facebook, Inc.",BW
03/27/18,"Glancy Prongay & Murray LLP Announces the Filing of a Securities Class Action on Behalf of Facebook, Inc. Investors (FB)",BW
03/27/18,Marin Software and Facebook Team Up for Live Webinar on Cross-Channel Attribution,PRN
03/27/18,"Robbins Geller Rudman & Dowd LLP Files Class Action Suit against Facebook, Inc.",BW
03/27/18,"Facebook, Inc.(FB-US) Schedules Money20/20 Europe Conference for 4-June-2018",FCSTEV
03/27/18,"FACEBOOK INVESTOR ALERT: Kendall Law Group Reminds Facebook, Inc. Investors of Deadline in Securities Fraud Class Action Lawsuit Against Facebook, Inc.",BW
03/26/18,"FB LOSS NOTICE: Rosen Law Firm Reminds Facebook, Inc. Investors of Important Deadline in Class Action - FB",BW
03/26/18,Investigation on Behalf of Facebook Investors Announced by Holzer & Holzer,BW
03/26/18,"Scott+Scott Attorneys at Law LLP Files Class Action Lawsuit Against Facebook, Inc. (FB)",PRN
03/26/18,"FB SHAREHOLDER ALERT: The Law Offices of Vincent Wong Notifies Investors of an Investigation Involving Possible Securities Fraud Violations by the Board of Directors of Facebook, Inc.",BW
03/26/18,"Haeggquist & Eck, LLP Investigates Facebook for Potential Misconduct Concerning Massive Data Breach",BW
03/25/18,"FB SHAREHOLDER ALERT: The Law Offices of Vincent Wong Notifies Investors of an Investigation Involving Possible Securities Fraud Violations by the Board of Directors of Facebook, Inc.",BW
03/23/18,"FACEBOOK SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: KAHN SWICK & FOTI, LLC REMINDS INVESTORS WITH LOSSES IN EXCESS OF $100,000 of Lead Plaintiff Deadline in Class Action Lawsuit Against Facebook, Inc. - FB",PMZ
03/23/18,"INVESTOR ALERT: Levi & Korsinsky, LLP Reminds Investors of an Investigation Involving Possible Securities Fraud Violations by the Board of Directors of Facebook, Inc.",BW
03/23/18,"Scott+Scott Attorneys at Law LLP Files Class Action Lawsuit Against Facebook, Inc. (FB) on Behalf of Investors",BW
03/23/18,"SHAREHOLDER ALERT - Bronstein, Gewirtz & Grossman, LLC Notifies Investors of Class Action Against Facebook, Inc. (FB)Ê& Lead Plaintiff Deadline: May 21, 2018",PMZ
03/22/18,"Hagens Berman Alerts Facebook Investors to the May 21, 2018 Lead Plaintiff Deadline in the Pending Securities Class Action",PMZ
03/21/18,"Glancy Prongay & Murray LLP Continues Investigation on Behalf of Facebook, Inc. Investors (FB)",BW
03/21/18,"SHAREHOLDER ALERT - Bronstein, Gewirtz & Grossman, LLC Notifies Investors of Class Action Against Facebook, Inc. (FB) & Lead Plaintiff Deadline: May 21, 2018",PRN
03/21/18,_____ _________ Enel _ ___________ ______ _______ _____ __________ ______________ _________ Facebook _ Adobe,NEWS_CR
03/20/18,"EQUITY ALERT: Rosen Law Firm Announces Filing of Securities Class Action Lawsuit Against Facebook, Inc. - FB",BW
03/20/18,Goldman Scarlato & Penny Announces Investigation of Facebook in Connection with Alleged Improper Data Harvesting of Tens of Millions of Users,BW
03/20/18,"Pomerantz Law Firm Announces the Filing of a Class Action  against Facebook, Inc. and Certain Officers - FB",PMZ
03/20/18,"FB INVESTOR ALERT: Law Offices of Howard G. Smith Continues Investigation on Behalf of Facebook, Inc. Investors",BW
03/20/18,"Glancy Prongay & Murray LLP Announces Investigation on Behalf of Facebook, Inc. Investors (FB)",BW
03/20/18,Refresh Your Space with Facebook Marketplace,PRN
03/19/18,"Milberg Tadler Phillips Grossman LLP Announces Facebook, Inc. Securities Law Investigation",PRN
03/19/18,"FB INVESTOR ALERT: Law Offices of Howard G. Smith Announces Investigation on Behalf of Facebook, Inc. Investors",BW
03/19/18,INVESTOR ALERT: Kaplan Fox Announces Investigation Of Facebook Inc.,PRN
03/19/18,"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Notifies Investors of an Investigation Involving Possible Securities Fraud Violations by the Board of Directors Facebook, Inc.",BW
03/19/18,"SHAREHOLDER ALERT: Bronstein, Gewirtz & Grossman, LLC Announces Investigation of Facebook, Inc. (FB)",PRN
03/19/18,"Scott+Scott Attorneys at Law LLP Announces Investigation into Facebook, Inc. (FB)",BW
03/19/18,Enel sells energy from new US wind farm to Facebook and Adobe,NEWS_CR
03/08/18,"When women lead, everyone progresses.",PRN
02/21/18,"Facebook, Inc.(FB-US) Schedules Morgan Stanley Technology, Media & Telecom Conference for 28-February-2018 3:00 PM ET",FCSTEV
02/21/18,"Facebook to Participate in the Morgan Stanley 2018 Technology, Media & Telecom Conference",PRN
02/15/18,Facebook is Making it Easier for Organizations and Businesses to Help during a Crisis,PRN
02/13/18,"THE WORLD'S MOST WIDELY USED APP FACEBOOK, NOW AVAILABLE ON THE WORLD'S MOST AFFORDABLE SMARTPHONE JIOPHONE",NEWS_CR
02/09/18,A New Investment in Community Leaders,PRN
02/04/18,"This Friends Day, Show Your Bestie How Much You Care",PRN
02/01/18,ÊUnited American Corp Files Patent Infringement Suit against Facebook Inc. in the Federal Court of Canada,PMZ
02/01/18,DJ pressetext.de: Facebook bombardiert sporadische User mit Mails - Trickreiche Versuche des Unternehmens sollen zum Einloggen fŸhren,DJPA
01/31/18,Facebook Reports Fourth Quarter and Full Year 2017 Results,PRN
01/31/18,United American Corp Files Patent Infringement Suit against Facebook Inc. in the Federal Court of Canada,PMZ
01/31/18,DJ pressetext.de: Keine Werbung fŸr Kryptow_hrungen auf Facebook - Nutzer sollen vor unseri_sen Angeboten im Internet geschŸtzt werden,DJPA
01/29/18,Facebook : ready to air e-sports competitions,NEWS_CR
01/18/18,Kenneth I. Chenault Joins Facebook Board of Directors,PRN
01/02/18,"Facebook, Inc.(FB-US) Schedules Q4 2017 Earnings Release for 31-January-2018 4:05 PM ET",FCSTEV
01/02/18,"Facebook, Inc.(FB-US) Schedules Q4 2017 Earnings Call for 31-January-2018 5:00 PM ET",FCSTEV
01/02/18,Facebook to Announce Fourth Quarter and Full Year 2017 Results,PRN
12/06/17,Facebook destaca los principales momentos del 2017,PRNL
12/06/17,Facebook Highlights the Top Moments of 2017,PRN
11/29/17,DJ pressetext.de: Facebook: KI-Technik l_scht Terror-Propaganda - 99 Prozent der Postings von IS oder Al-Qaida automatisch erkannt,DJPA
11/28/17,Facebook to Participate in the Wells Fargo Tech Summit 2017,PRN
11/27/17,Ways to give back this #GivingTuesday on Facebook,PRN
11/27/17,"Report: Developing Opportunities within Social Reality, The Finish Line, Facebook, Organovo, Plug Power, and Intrexon - Future Expectations, Projections Moving into 2018",PMZ
11/21/17,"NFHS Network, Facebook Reach Agreement to Stream State High School Football Playoff Games on Facebook Watch",PMZ
11/16/17,Sojern Acquires Adphorus to Accelerate Facebook Adoption for the Travel Industry,PRN
11/14/17,"Technical Research on Internet Equities -- Meet Group, YY Inc., Zillow, and Facebook",PRN
11/08/17,Telef—nica and Facebook collaborate to reduce the digital divide,NEWS_CR
11/08/17,DJ pressetext.de: Facebook: Nutzer sollen Nacktbilder einschicken - Algorithmus speichert Bildinfos zur Verhinderung von Rachepornos,DJPA
11/06/17,"Oxfam statement on new revelations on offshore tax avoidance by Nike, Apple, Facebook and Uber",NEWS_CR
11/02/17,How Facebook generated $709 Million from adblock users,NEWS_CR
11/01/17,Facebook Reports Third Quarter 2017 Results,PRN
10/27/17,Check Out the Latest Ghoulishly Delightful Halloween Features on Facebook and Messenger,PRN
10/12/17,Media Advisory: Facebook and BDC to host free workshop for Ottawa businesses,CNW
10/08/17,"Facebook, Inc.(FB-US) Schedules Wells Fargo Event Information & Logistics Tech Summit for 5-December-2017 2:30 PM ET",FCSTEV
10/04/17,"Facebook, Inc.(FB-US) Schedules Q3 2017 Earnings Call for 1-November-2017 5:00 PM ET",FCSTEV
10/04/17,"Facebook, Inc.(FB-US) Schedules Q3 2017 Earnings Release for 1-November-2017 4:05 PM ET",FCSTEV
10/04/17,Facebook to Announce Third Quarter 2017 Results,PRN
09/22/17,Facebook Shareholders Secure Total Win on Eve of Trial as Company Drops Plan to Issue Separate Class of Non-Voting Stock - Shareholders Represented by Grant & Eisenhofer and Kessler Topaz,PRN
09/14/17,Facebook Introduces a New Center for Crisis Response on Facebook,PRN
09/14/17,European Brand Institute_Facebook______________,PRNA
08/17/17,How Do You Celebrate Birthdays on Facebook?,PRN
08/01/17,Community Groups And Facebook Team Up With LISC To Drive $75 Million To Help Meet Demand For Affordable Housing In Silicon Valley,PRN
08/01/17,DJ pressetext.de: Facebook: Komplexit_t von User-Beitr_gen steigt - User schreiben nach langer Mitgliedschaft sprachlich komplexere Texte,DJPA
07/26/17,Facebook Reports Second Quarter 2017 Results,PRN
07/18/17,Tigers to Star in Series of Facebook Lives with Animal Planet,PMZ
07/03/17,"Facebook, Inc.(FB-US) Schedules Q2 2017 Earnings Call for 26-July-2017 5:00 PM ET",FCSTEV
07/03/17,"Facebook, Inc.(FB-US) Schedules Q2 2017 Earnings Release for 26-July-2017 4:05 PM ET",FCSTEV
07/03/17,Facebook to Announce Second Quarter 2017 Results,PRN
06/28/17,Today's Research Reports on Stocks to Watch: Facebook and Snap ,NEWS_ACW
06/27/17,"Here's how Facebook is saying ""Thank You"" to a community of 2 billion people.",PRN
06/22/17,Media Advisory: Facebook and Nunavut Suicide Prevention Partners Host Iqaluit Summit on Community Safety and Suicide Prevention,CNW
06/20/17,Today's Research Reports on Stocks to Watch: Facebook and Snap,NEWS_ACW
06/16/17,"From ""Thank You"" To ""Congrats,"" Here's How To Celebrate Father's Day On Facebook",PRN
06/13/17,Today's Research Reports on Stocks to Watch: Facebook and Netflix,NEWS_ACW
06/08/17,"Orange and Facebook, both members of TIP, unveil the first season of the Telecom Track accelerator",NEWS_CR
06/05/17,Want to Show Your Support for Pride on Facebook? Here's How!,PRN
06/05/17,Today's Research Reports on Stocks to Watch: Facebook Inc. and Snap Inc.,NEWS_ACW
05/29/17,"DJ pressetext.de: Facebook: Hacker nutzen Timeline fŸr Angriffe - ""Spear Phishing"" liegt im Trend - Themenpr_ferenzen als Lockmittel",DJPA
05/25/17,"Factors of Influence for Facebook, New Research Shows $53.98 Billion Expected by 2021 (Affective Computing) - Key Drivers of Growth, Effect of Intelligent Programming, The Emergence of a New ""AI"" Horizon",NEWS_ACW
05/24/17,Now you can raise money for personal causes on Facebook!,PRN
05/19/17,Blog Coverage: Social Media Giant Facebook Fined Û110 Million by the European Union's Anti-Trust Regulator,NEWS_ACW
05/19/17,Today's Research Reports on Stocks to Watch: Facebook and Twitter ,NEWS_ACW
05/12/17,Join Facebook in Celebrating Moms Around the World,PRN
05/05/17,Today's Research Reports on Trending Tickers: Facebook and Snap,NEWS_ACW
05/04/17,Artificial Intelligence (AI) Fueling Serious Competitive Advantages for Sports Media and Social Media Publishers,PRN
05/03/17,Facebook Reports First Quarter 2017 Results,PRN
04/18/17,"Facebook, Inc.(FB-US) Schedules Annual General Meeting for 1-June-2017",FCSTEV
04/03/17,"Facebook, Inc.(FB-US) Schedules Q1 2017 Earnings Call for 3-May-2017 5:00 PM ET",FCSTEV
04/03/17,"Facebook, Inc.(FB-US) Schedules Q1 2017 Earnings Release for 3-May-2017 4:11 PM ET",FCSTEV
04/03/17,Facebook to Announce First Quarter 2017 Results,PRN
03/30/17,cut-e Launches World's First Instant Messaging Simulation Game for More Engaging Recruitment,PRN
03/24/17,"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Reminds Investors of Facebook, Inc. of a Class Action Lawsuit and a Lead Plaintiff Deadline of March 28, 2017 - FB",PRN
03/22/17,"DEADLINE ALERT: Bronstein, Gewirtz & Grossman, LLC Reminds Investors of Class Action Against Facebook, Inc. (FB) and Lead Plaintiff Deadline: March 28, 2017",PMZ
02/22/17,DJ pressetext.de: Facebook l_scht Fake-Profile krebskranker Kinder - Mehr als eine Mio. Menschen auf Geldspende-BetrŸgerei hereingefallen,DJPA
02/21/17,"Facebook, Inc.(FB-US) Schedules Morgan Stanley Technology, Media & Telecom Conference for 28-February-2017 3:00 PM ET",FCSTEV
02/21/17,"Facebook to Participate in the Morgan Stanley 2017 Technology, Media & Telecom Conference",PRN
02/14/17,Post Earnings Coverage as Facebook's Subscriber Base Growth Boosted Q4 Results,NEWS_ACW
02/10/17,DJ pressetext.de: WhatsApp bekommt Zwei-Faktor-Authentifizierung - Unbefugte sollen fremde User-Konten kŸnftig nicht mehr kapern k_nnen,DJPA
02/08/17,"FB NOTICE: Rosen Law Firm Reminds Facebook, Inc. Investors of Important Deadline in Class Action - FB",BW
02/06/17,Facebook Becomes Major Focus of Borrell's Local Online Advertising Conference,INW
02/02/17,Facebook Helps You Connect with Friends on Friends Day,PRN
02/01/17,Facebook Reports Fourth Quarter and Full Year 2016 Results,PRN
01/17/17,Latest Reports from the Technology Sector - Facebook and Pandora Media Rise,NEWS_ACW
01/16/17,/R E P E A T -- MEDIA ADVISORY - Facebook and Winnipeg Chamber of Commerce to host free workshop for Winnipeg businesses/,CNW
01/13/17,"DJ pressetext.de: Instagram fŸhrend bei Werbeeinnahmen im Netz - Aber auch Facebook, Pinterest, Instagram, LinkedIn und Twitter wachsen",DJPA
01/11/17,MEDIA ADVISORY - Facebook and Winnipeg Chamber of Commerce to host free workshop for Winnipeg businesses,CNW
01/11/17,MEDIA ADVISORY: Facebook and Regina Chamber of Commerce to host free workshop for Regina businesses,CNW
01/04/17,"Katie Linendoll Brings her Behind-the-Scenes Tech Review Sessions to Facebook Live With ""Katie Show LIVE""",INW
01/03/17,"Facebook, Inc.(FB-US) Schedules Q4 2016 Earnings Call for 1-February-2017 5:00 PM ET",FCSTEV
01/03/17,"Facebook, Inc.(FB-US) Schedules Q4 2016 Earnings Release for 1-February-2017 4:01 PM ET",FCSTEV
01/03/17,Facebook to Announce Fourth Quarter and Full Year 2016 Results,PRN
12/08/16,Facebook's 2016 Year in Review,PRN
12/02/16,"Community Groups, Facebook, And The Cities Of East Palo Alto And Menlo Park Partner To Create Affordable Housing And Economic Opportunities",PRN
11/29/16,Accedian Partners With Facebook in Telecom Infra Project (TIP),PRN
11/24/16,Abacus Launches to Help Marketers Improve Facebook Ads Through Data,CNW
11/17/16,Tsai Ventures Portfolio Company CrowdTangle Acquired by Facebook,BW
11/10/16,Post Earnings Coverage as Facebook Rise in Subscribers Base Boosted Q3 Results,NEWS_ACW
11/02/16,Facebook Reports Third Quarter 2016 Results,PRN
10/31/16,DJ pressetext.de: Facebook: Halloween-Emojis schaden Trauerarbeit - Viele Nutzer kritisieren Frankenstein-Monster anstatt Tr_nen-Gesichtern,DJPA
10/03/16,"Facebook, Inc.(FB-US) Schedules Q3 2016 Earnings Release for 2-November-2016 4:05 PM ET",FCSTEV
10/03/16,"Facebook, Inc.(FB-US) Schedules Q3 2016 Earnings Call for 2-November-2016 5:00 PM ET",FCSTEV
10/03/16,Facebook to Announce Third Quarter 2016 Results,PRN
09/19/16,DJ pressetext.de: Touchscreens im Auto werden zur Todesfalle - Massive Ablenkung durch Vernetzung und vielf_ltige App-Auswahl,DJPA
09/02/16,"DJ pressetext.de: Social Media: Jeder fŸnfte Marken-Account gefaked - Werbebetrugskonten sind am h_ufigsten, Phishing w_chst am schnellsten",DJPA
09/01/16,"DJ pressetext.de: Facebook dr_ngt Werber zu schnelleren Ladezeiten - Gr_§tes soziales Netzwerk beschleunigt dank ""Prefetching"" zus_tzlich",DJPA
08/30/16,DJ pressetext.de: Shitstorm nach Sklaven-Spiel in US-Grundschule - SchŸler mŸssen Schicksal wŸrfeln - User entsetzt Ÿber Lernmethode,DJPA
08/16/16,/R E P E A T -- MEDIA ADVISORY: Facebook and Greater Moncton Chamber of Commerce to host free workshop for Moncton businesses/,CNW
08/10/16,"Facebook's, Direct Line Group's and Ladbroke's Digital Marketing Leaders Predict the Trends for the Future",PRNE
08/02/16,Mandiri Launches Online Debit Product to Handle Facebook Ad Payments,NEWS_CR
07/27/16,Facebook Reports Second Quarter 2016 Results,PRN
07/19/16,"Facebook, Inc.(FB-US) Schedules Money20/20 Conference for 25-October-2016",FCSTEV
07/04/16,"Facebook, Inc.(FB-US) Schedules Q2 2016 Earnings Call for 27-July-2016 5:00 PM ET",FCSTEV
07/01/16,"Facebook, Inc.(FB-US) Schedules Q2 2016 Earnings Release for 27-July-2016 4:05 PM ET",FCSTEV
07/01/16,Facebook to Announce Second Quarter 2016 Results,PRN
06/30/16,"Market Updates on Internet Information Providers Equities -- Facebook, Alphabet, 58.com, and MeetMe",PRN
06/29/16,DJ Gr_§te Familienwebsite welovefamily.at w_chst und w_chst und... - welovefamily.at knackt Schallmauer von 500.000 erreichten Facebook-Nutzern pro Woche,DJPA
06/14/16,"Facebook, Avago Technologies, Yahoo!, Macy's, and Consol Energy and more offer option-trading opportunities that offer returns of more than 20%",PRN
06/08/16,DJ pressetext.de: Fu§-Steuerung: Facebook-Nutzung wird unbequem - Verwendung von Steh-Bildschirmarbeitspl_tzen soll gesŸnder werden,DJPA
06/07/16,BetterInvesting Top 100 Performance Topped S&P Benchmark for 5 Years Ended May 31,PRN
06/06/16,Blizzard Entertainment and Facebook Team up to Connect Friends and Empower Streamers,BW
06/03/16,DJ pressetext.de: Keine Lust zu liken: Vermieter droht mit KŸndigung - US-Firma rudert nach Shitstorm zurŸck und verweist auf Missverst_ndnis,DJPA
05/26/16,Microsoft and Facebook to build an innovative new subsea cable across the Atlantic Ocean,PRN
05/24/16,YES BANK Launches Facebook at Work Across Entire Workforce,NEWS_CR
05/09/16,Eutelsat and Facebook Choose Hughes JUPITERª System for Africa Broadband Initiative,NEWS_CR
05/06/16,Research and Markets - Facebook Loses its Appeal in Lawsuit Over Photo Tagging System,PRNE
04/27/16,"Facebook, Inc.(FB-US) Schedules Annual General Meeting for 20-June-2016 2:00 PM ET",FCSTEV
