Date,Symbol,Headline,Source
9-Sep-20,AMZN-US,"DJ Press Release: Amazon Announces Career Day 2020: 800 Corporate and Tech Jobs Available Across Canada, plus 20,000 Free Career Coaching Sessions Available for Attendees Across North America",DJGM
9-Sep-20,AMZN-US,"Amazon Announces Career Day 2020: 800 Corporate and Tech Jobs Available Across Canada, plus 20,000 Free Career Coaching Sessions Available for Attendees Across North America",CNW
9-Sep-20,AMZN-US,"Amazon Announces Career Day 2020: 33,000 Corporate and Tech Jobs Open Across the U.S., plus 20,000 Free Career Coaching Sessions Available for Attendees",BW
9-Sep-20,AMZN-US,"DJ Press Release: Amazon Announces Career Day 2020: 33,000 Corporate and Tech Jobs Open Across the U.S., plus 20,000 Free Career Coaching Sessions Available for Attendees",DJGM
9-Sep-20,AMZN-US,DJ Press Release: ATSG Airline to Operate Six More 767 Freighters for Amazon Air,DJGM
9-Sep-20,AMZN-US,"DJ Press Release: Amazon Announces Plans to Create More Than 2,500 Full-Time Jobs in the Greater Toronto and Hamilton Area",DJGM
9-Sep-20,AMZN-US,NexTech AR Acquires Fast-Growing Profitable Amazon eCommerce Launch Platform,PMZ
9-Sep-20,AMZN-US,"Amazon Announces Plans to Create More Than 2,500 Full-Time Jobs in the Greater Toronto and Hamilton Area",CNW
8-Sep-20,AMZN-US,DJ Press Release: Kepler Launches its 100th Amazon Advertising Client,DJGM
8-Sep-20,AMZN-US,DJ Press Release: Tyler Technologies' Virtual Court Recognized as Best Remote Work Solution by Amazon Web Services,DJGM
8-Sep-20,AMZN-US,DJ Press Release: FactSet and AWS Announce Plans to Bring FactSet's Global Exchange Data to the Cloud,DJGM
3-Sep-20,AMZN-US,DJ Press Release: Kudelski IoT Labs Becomes Amazon Authorized Test Lab for Alexa Voice Services (AVS) for Built-in Devices,DJGM
3-Sep-20,AMZN-US,"DJ Press Release: Amazon Launchpad Celebrates Five Years of Empowering Startups, Reveals Top-Selling Categories and Brands",DJGM
3-Sep-20,AMZN-US,"Amazon Launchpad Celebrates Five Years of Empowering Startups, Reveals Top-Selling Categories and Brands",BW
2-Sep-20,AMZN-US,Weta Digital Advances Visual Effects and Animation in the Cloud with AWS ,BW
2-Sep-20,AMZN-US,"Amazon's Blink Unveils New Wireless Security Cameras with HD Video, Flexible Storage Options, and New Battery Expansion Pack - Cameras Start at $79.99",BW
1-Sep-20,AMZN-US,Amazon Is on Track to Invest $18 Billion in 2020 to Help Small and Medium-Sized Businesses Grow Their Sales ,BW
1-Sep-20,AMZN-US,DJ Press Release: Amazon Is on Track to Invest $18 Billion in 2020 to Help Small and Medium-Sized Businesses Grow Their Sales,DJGM
1-Sep-20,AMZN-US,DJ Press Release: Indeed Selects AWS as Its Preferred Cloud to Drive Efficiencies across its Global Operations,DJGM
1-Sep-20,AMZN-US,DJ Press Release: Amazon Music and Twitch partner to combine live streaming with on-demand listening,DJGM
1-Sep-20,AMZN-US,"DJ Press Release: ""Alexa, Pay for Gas"" Goes Live Nationwide",DJGM
1-Sep-20,AMZN-US,Indeed Selects AWS as Its Preferred Cloud to Drive Efficiencies across its Global Operations,BW
1-Sep-20,AMZN-US,IMDb Announces Top TV Shows of the Year so Far as Determined by User Ratings and Presents a STARmeter Award to Daisy Edgar-Jones,BW
1-Sep-20,AMZN-US,Amazon Music and Twitch partner to combine live streaming with on-demand listening ,BW
28-Aug-20,AMZN-US,Mercedes-Benz schließt sich dem The Climate Pledge an und liefert mehr als 1.800 Elektrofahrzeuge an die Lieferflotte von Amazon in Europa,BW
28-Aug-20,AMZN-US,Mercedes-Benz adere ao compromisso climático e entrega mais de 1.800 veículos elétricos para a frota de entregas da Amazon na Europa,BW
28-Aug-20,AMZN-US,Mercedes-Benz rejoint l'Engagement Climat et va livrer plus de 1 800 véhicules électriques destinés à la flotte de livraison d'Amazon en Europe,BW
28-Aug-20,AMZN-US,Mercedes-Benz Se Une a The Climate Pledge y Entrega Más de 1800 Vehículos Eléctricos a la Flota de Reparto de Amazon en Europa,BW
28-Aug-20,AMZN-US,DJ Press Release: Medigus to Enter Online Brands Marketing on Amazon Marketplace,DJGM
28-Aug-20,AMZN-US,"DJ Press Release: Mercedes-Benz Joins The Climate Pledge and Delivers More Than 1,800 Electric Vehicles to Amazon's Delivery Fleet in Europe",DJGM
28-Aug-20,AMZN-US,"Mercedes-Benz Joins The Climate Pledge and Delivers More Than 1,800 Electric Vehicles to Amazon's Delivery Fleet in Europe",BW
27-Aug-20,AMZN-US,"DJ Press Release: Persistent Achieves AWS Service Delivery Designation for AWS Lambda, a Serverless Compute Service",DJGM
27-Aug-20,AMZN-US,"DJ Press Release: WW Collaborates with Amazon For the Launch of Amazon Halo, Amazon's New Service Dedicated to Helping Customers Improve Their Personal Health and Wellness",DJGM
27-Aug-20,AMZN-US,DJ Press Release: Cerner Teams With Amazon to Help Consumers Improve Their Health and Wellness,DJGM
27-Aug-20,AMZN-US,DJ Press Release: Amazon and John Hancock Announce Strategic Collaboration Aimed at Helping Customers Improve Their Health and Wellness,DJGM
27-Aug-20,AMZN-US,Amazon and John Hancock Announce Strategic Collaboration Aimed at Helping Customers Improve Their Health and Wellness,PRN
27-Aug-20,AMZN-US,DJ Press Release: Introducing Amazon Halo and Amazon -2-,DJGM
27-Aug-20,AMZN-US,DJ Press Release: Introducing Amazon Halo and Amazon Halo Band--A New Service that Helps Customers Improve Their Health and Wellness,DJGM
27-Aug-20,AMZN-US,Introducing Amazon Halo and Amazon Halo Band-A New Service that Helps Customers Improve Their Health and Wellness,BW
27-Aug-20,AMZN-US,"DJ Press Release: Amazon PPC Tools, Training & Software Company Offers Course on Advertising Strategies for Sponsored Products",DJGM
27-Aug-20,AMZN-US,DJ Press Release: Dynatrace Announces Enhanced AI-Powered Observability for All AWS Services,DJGM
25-Aug-20,AMZN-US,DJ Press Release: S&PGR Report: US Big Tech Faces Regulatory Scrutiny,DJGM
25-Aug-20,AMZN-US,Headline: DJ S&PGR Report: US Big Tech Faces Regulatory Scrutiny,DJGM
25-Aug-20,AMZN-US,DJ Press Release: AccrueMe(TM) to Provide $100 Million in Funding to Successful Amazon Sellers,DJGM
24-Aug-20,AMZN-US,AWS Announces General Availability of Amazon EBS io2 Volume,BW
24-Aug-20,AMZN-US,DJ Press Release: AWS Announces General Availability of Amazon EBS io2 Volume,DJGM
24-Aug-20,AMZN-US,DJ Press Release: HGS DIGITAL Joins AWS Contact Center Intelligence Solutions Partner Program,DJGM
21-Aug-20,AMZN-US,DJ Press Release: Cousins Announces Amazon Lease At Its 100 Mill Development in Downtown Tempe,DJGM
20-Aug-20,AMZN-US,Amazon contribuye con la investigación y el enjuiciamiento de cuatro individuos de Nueva York acusados de participar en maniobras fraudulentas,BW
20-Aug-20,AMZN-US,Amazon apoia investigação e processo de quatro réus de Nova York acusados __em esquema de fraude,BW
19-Aug-20,AMZN-US,Amazon Supports Investigation and Prosecution of Four New York Defendants Charged in Fraud Scheme,BW
19-Aug-20,AMZN-US,Amazon to add thousands of jobs to Phoenix metro area,BW
19-Aug-20,AMZN-US,DJ Press Release: Amazon to add thousands of jobs to Phoenix metro area,DJGM
18-Aug-20,AMZN-US,DJ Press Release: Cannabis Global's New Hemp You Can Feel(TM) Coffee Product Packaged and Shipped for Launch of Live Sales on Amazon.com Platform,DJGM
18-Aug-20,AMZN-US,"DJ Press Release: Amazon Announces Plans to Create 3,500 New Jobs in U.S. Tech Hubs in Dallas, Detroit, Denver, New York, Phoenix, and San Diego",DJGM
18-Aug-20,AMZN-US,"Amazon Announces Plans to Create 3,500 New Jobs in U.S. Tech Hubs in Dallas, Detroit, Denver, New York, Phoenix, and San Diego",BW
16-Aug-20,AMZN-US,AWS __ Amazon Braket __________,PRNA
14-Aug-20,AMZN-US,Easterseals Disability Film Challenge: Home Edition Winners Announced at a Star-Studded Awards Ceremony,BW
13-Aug-20,AMZN-US,DJ Press Release: AWS Announces General Availability -2-,DJGM
13-Aug-20,AMZN-US,DJ Press Release: AWS Announces General Availability of Amazon Braket,DJGM
13-Aug-20,AMZN-US,AWS Announces General Availability of Amazon Braket,BW
13-Aug-20,AMZN-US,"DJ Press Release: Amazon Announces New Fulfillment Center and Delivery Station in Forney, TX",DJGM
13-Aug-20,AMZN-US,"Amazon Announces New Fulfillment Center and Delivery Station in Forney, TX",BW
13-Aug-20,AMZN-US,DJ Press Release: Turning Alexa bad: Check Point Research finds vulnerabilities in certain Amazon Alexa subdomains,DJGM
11-Aug-20,AMZN-US,DJ Press Release: Jack in the Box Goes All-In on AWS,DJGM
11-Aug-20,AMZN-US,Jack in the Box Goes All-In on AWS,BW
11-Aug-20,AMZN-US,DJ Press Release: Amazon Project Zero Launches in Seven New Countries,DJGM
11-Aug-20,AMZN-US,DJ Press Release: Nutanix Hybrid Cloud Infrastructure Now Available on Amazon Web Services,DJGM
11-Aug-20,AMZN-US,DJ Press Release: Nutanix Hybrid Cloud -2-,DJGM
10-Aug-20,AMZN-US,Amazon Project Zero Launches in Seven New Countries ,BW
10-Aug-20,AMZN-US,DJ Press Release: Oral-B(R) Guide with Amazon Alexa Built-in Powers Truly Connected Bathroom,DJGM
10-Aug-20,AMZN-US,DJ Press Release: Amazon.com Online Sellers select Davinci Virtual Office Solutions,DJGM
6-Aug-20,AMZN-US,AWS Announces General Availability of AWS Wavelength in Boston and the San Francisco Bay Area,BW
6-Aug-20,AMZN-US,DJ Press Release: AWS Announces General Availability -2-,DJGM
6-Aug-20,AMZN-US,DJ Press Release: AWS Announces General Availability of AWS Wavelength in Boston and the San Francisco Bay Area,DJGM
5-Aug-20,AMZN-US,DJ Crayon Group Holding: Crayon: Crayon Enters Into A Global Strategic Collaboration Agreement With Amazon Web Services,DJGM
5-Aug-20,AMZN-US,DJ Press Release: AWS Powers Moderna's Digital Biotechnology Platform to Develop New Class of Vaccines and Therapeutics,DJGM
5-Aug-20,AMZN-US,"TTEC Signs Agreement to Acquire VoiceFoundry, Setting the Foundation for Significant Future Growth with Amazon Connect",PRN
5-Aug-20,AMZN-US,AWS Powers Moderna's Digital Biotechnology Platform to Develop New Class of Vaccines and Therapeutics,BW
5-Aug-20,AMZN-US,DJ Press Release: Amazon Announces Plans to Expand in the Tampa Bay Area,DJGM
5-Aug-20,AMZN-US,Amazon Announces Plans to Expand in the Tampa Bay Area,BW
4-Aug-20,AMZN-US,DJ Press Release: Comcast Business and AWS Offer Businesses Extended Free Trial of Amazon Chime,DJGM
3-Aug-20,AMZN-US,"Amazon PPC management agency, Signalytics, is offering its software services to increase conversion rates for FBA sellers. The company uses keyword ranking and paid media channels to scale brands.",PRN
3-Aug-20,AMZN-US,DJ Press Release: Global Payments Joins Forces with AWS to Deliver the Future of Payments,DJGM
3-Aug-20,AMZN-US,Global Payments Joins Forces with AWS to Deliver the Future of Payments,BW
2-Aug-20,AMZN-US,AWS__Amazon Fraud Detector__________,PRNA
31-Jul-20,AMZN-US,N. K. Jemisin's Short Story Emergency Skin Wins 2020 Hugo Award for Best Novelette,BW
30-Jul-20,AMZN-US,DJ Press Release: Amazon.com Announces Second -7-,DJGM
30-Jul-20,AMZN-US,DJ Press Release: Amazon.com Announces Second Quarter Results,DJGM
30-Jul-20,AMZN-US,DJ Press Release: Amazon.com Announces Second -4-,DJGM
30-Jul-20,AMZN-US,DJ Press Release: Amazon.com Announces Second -2-,DJGM
30-Jul-20,AMZN-US,DJ Press Release: Amazon.com Announces Second -6-,DJGM
30-Jul-20,AMZN-US,DJ Press Release: Amazon.com Announces Second -5-,DJGM
30-Jul-20,AMZN-US,DJ Press Release: Amazon.com Announces Second -3-,DJGM
30-Jul-20,AMZN-US,Amazon.com Announces Second Quarter Results,BW
30-Jul-20,AMZN-US,"DJ Press Release: Optik TV customers can now enjoy Amazon Prime with select plans, courtesy of TELUS",DJGM
29-Jul-20,AMZN-US,______AWS __________Amazon IVS,PRNA
29-Jul-20,AMZN-US,"DJ Press Release: Monro, Inc. to Provide Tire Installation Services for Amazon Customers Across All Store Locations",DJGM
28-Jul-20,AMZN-US,AWS Announces General Availability of Amazon Fraud Detector,BW
28-Jul-20,AMZN-US,DJ Press Release: AWS Announces General Availability -2-,DJGM
28-Jul-20,AMZN-US,DJ Press Release: AWS Announces General Availability of Amazon Fraud Detector,DJGM
27-Jul-20,AMZN-US,DJ Press Release: Amazon helps fight hunger: 6 million meals with 7.4 million pounds of food delivered to people in 25 cities across the country -- with a million more meals on the way through August,DJGM
27-Jul-20,AMZN-US,Amazon helps fight hunger: 6 million meals with 7.4 million pounds of food delivered to people in 25 cities across the country - with a million more meals on the way through August,BW
27-Jul-20,AMZN-US,DJ Press Release: Pluralsight to Help Machine Learning Enthusiasts Skill Up with AWS DeepRacer,DJGM
24-Jul-20,AMZN-US,DJ Press Release: Amazon Continues Investment in Tennessee with Mt. Juliet Fulfillment Center,DJGM
24-Jul-20,AMZN-US,Amazon Continues Investment in Tennessee with Mt. Juliet Fulfillment Center,BW
23-Jul-20,AMZN-US,AWS Announces General Availability of Contact Lens for Amazon Connect,BW
23-Jul-20,AMZN-US,DJ Press Release: AWS Announces General Availability -2-,DJGM
23-Jul-20,AMZN-US,DJ Press Release: AWS Announces General Availability of Contact Lens for Amazon Connect,DJGM
23-Jul-20,AMZN-US,DJ Press Release: Teradata Supports Volkswagen Industrial Cloud as Partner,DJGM
22-Jul-20,AMZN-US,DJ Press Release: Parkland teams up with Amazon Web Services to accelerate digital transformation,DJGM
22-Jul-20,AMZN-US,DJ Press Release: Amazon Announces First Fulfillment Center in El Paso,DJGM
22-Jul-20,AMZN-US,Amazon Announces First Fulfillment Center in El Paso,BW
22-Jul-20,AMZN-US,DJ Press Release: NxGen Brands (NXGB) Announces Amazon And Alibaba As The Primary Global Distribution Channels for PPE And Cleaning Products,DJGM
21-Jul-20,AMZN-US,Frost & Sullivan Applaudes AWS for Leading the Automotive Cloud Services Market with a Comprehensive Suite of Solutions,PRN
21-Jul-20,AMZN-US,"DJ Press Release: Amazon 2020 SMB Impact Report Highlights Success for Small and Medium-Sized Businesses Despite COVID-19; American Sellers Average $160,000 in Annual Sales",DJGM
21-Jul-20,AMZN-US,"Amazon 2020 SMB Impact Report Highlights Success for Small and Medium-Sized Businesses Despite COVID-19; American Sellers Average $160,000 in Annual Sales",BW
20-Jul-20,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q2 2020 Earnings Release for 30-July-2020 4:01 PM ET",FCSTEV
18-Jul-20,AMZN-US,"„The Climate Pledge"" und die „We Mean Business""-Koalition kooperieren bei umfassenden Bemühungen, die Unternehmen zu ehrgeizigeren Zielen bei der Reduzierung von Kohlendioxidemissionen zu bewegen",BW
18-Jul-20,AMZN-US,The Climate Pledge e a coalizão We Mean Business fazem parceria em um amplo esforço para incentivar as empresas a adotar metas de redução de carbono mais ambiciosas,BW
18-Jul-20,AMZN-US,The Climate Pledge y la coalición We Mean Business se asocian en un esfuerzo exhaustivo para incentivar a las empresas a adoptar objetivos de reducción de carbono más ambiciosos,BW
17-Jul-20,AMZN-US,L'Engagement Climat et la coalition We Mean Business s'associent dans le cadre d'un effort global pour inciter les entreprises à adopter des objectifs plus ambitieux en matière de réduction des émissions de carbone ,BW
16-Jul-20,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q2 2020 Earnings Call for 30-July-2020 5:30 PM ET",FCSTEV
16-Jul-20,AMZN-US,DJ Press Release: Amazon.com to Webcast Second Quarter 2020 Financial Results Conference Call,DJGM
16-Jul-20,AMZN-US,Amazon.com to Webcast Second Quarter 2020 Financial Results Conference Call,BW
16-Jul-20,AMZN-US,The Climate Pledge and the We Mean Business Coalition Partner on Comprehensive Effort to Drive Companies to Adopt More Ambitious Carbon Reduction Goals,BW
16-Jul-20,AMZN-US,DJ Press Release: The Climate Pledge and the We Mean -2-,DJGM
16-Jul-20,AMZN-US,DJ Press Release: The Climate Pledge and the We Mean Business Coalition Partner on Comprehensive Effort to Drive Companies to Adopt More Ambitious Carbon Reduction Goals,DJGM
15-Jul-20,AMZN-US,AWS Announces Amazon Interactive Video Service (Amazon IVS) ,BW
15-Jul-20,AMZN-US,DJ Press Release: AWS Announces Amazon Interactive Video Service (Amazon IVS),DJGM
15-Jul-20,AMZN-US,Amazon Announces New Pflugerville Fulfillment Center,BW
15-Jul-20,AMZN-US,DJ Press Release: Amazon Announces New Pflugerville Fulfillment Center,DJGM
15-Jul-20,AMZN-US,"Amazon Music Announces Breakthrough, a New Global Developing Artist Program",BW
15-Jul-20,AMZN-US,"DJ Press Release: Amazon Music Announces Breakthrough, a New Global Developing Artist Program",DJGM
15-Jul-20,AMZN-US,AWS__AWS IoT SiteWise____,PRNA
15-Jul-20,AMZN-US,DJ Press Release: AWS and HSBC Reach Long-Term Strategic Cloud Agreement,DJGM
15-Jul-20,AMZN-US,AWS and HSBC Reach Long-Term Strategic Cloud Agreement ,BW
14-Jul-20,AMZN-US,DJ Press Release: Amazon Makes Health Care Access Even Easier for Employees with Launch of New Third-Party Health Centers,DJGM
14-Jul-20,AMZN-US,"Coming of Age Spy Series Alex Rider to Premiere as an IMDb TV Original in the U.S. and as an Amazon Original for Germany, Austria and Latin America",BW
14-Jul-20,AMZN-US,Amazon Makes Health Care Access Even Easier for Employees with Launch of New Third-Party Health Centers,BW
14-Jul-20,AMZN-US,DJ Press Release: Flying Cauldron(TM) Launches on Amazon,DJGM
14-Jul-20,AMZN-US,DJ Press Release: ChannelAdvisor Announces Enhancements to Help Drive Ad Spend Efficiency on Amazon,DJGM
14-Jul-20,AMZN-US,DJ Press Release: Survey Shows Amazon Customers Want -2-,DJGM
14-Jul-20,AMZN-US,DJ Press Release: Survey Shows Amazon Customers Want Plastic-Free Choices with UK Customers Most Willing to Take Action,DJGM
13-Jul-20,AMZN-US,Woot! Turns Sweet Sixteen And Celebrates By Offering Sweet Savings All Week Long,PRN
9-Jul-20,AMZN-US,AWS Announces General Availability of AWS IoT SiteWise,BW
9-Jul-20,AMZN-US,DJ Press Release: AWS Announces General Availability of AWS IoT SiteWise,DJGM
9-Jul-20,AMZN-US,DJ Press Release: AWS Announces General Availability -2-,DJGM
9-Jul-20,AMZN-US,Amazon Reveals the Top 10 States with the Most Digital Entrepreneurs Per Capita and the Top 10 States with the Fastest Growing Digital Entrepreneurs: Iowa Tops Both Lists,BW
9-Jul-20,AMZN-US,DJ Press Release: Amazon Reveals the Top 10 States with the Most Digital Entrepreneurs Per Capita and the Top 10 States with the Fastest Growing Digital Entrepreneurs: Iowa Tops Both Lists,DJGM
