HZNPdate,HZNPnews,HZNPsource
04/17/14,Horizon Pharma Announces the Appointment of H. Thomas Watkins to Its Board of Directors,INW
04/16/14,Horizon Pharma Announces Early Termination of Hart-Scott-Rodino Waiting Period for Acquisition of Vidara Therapeutics International Ltd.,INW
04/10/14,Horizon Pharma Announces the U.S. Patent and Trademark Office Issued an Additional Notice of Allowance With Claims Covering RAYOS(R) (Prednisone) Delayed-Release Tablets,INW
03/27/14,Horizon Pharma Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),INW
03/25/14,Horizon Pharma to Present at the 21st Annual Future Leaders in the Biotech Industry Conference,INW
03/24/14,Horizon Pharma Plc(HZNP-US) Schedules Business Update Call for 27-March-2014 7:30 AM ET,FCSTEV
03/24/14,"Horizon Pharma to Host Corporate Update Meeting on March 27, 2014",INW
03/19/14,Horizon Pharma Plc(HZNP-US) Schedules Acquisition of Vidara Therapeutics International Ltd and Become Horizon Pharma plc by Horizon Pharma for 19-March-2014 8:00 AM ET,FCSTEV
03/19/14,Horizon Pharma to Acquire Vidara Therapeutics International Ltd. and Become Horizon Pharma plc,INW
03/13/14,Horizon Pharma Reports 2013 Financial Results and Provides Business Update,INW
03/06/14,Horizon Pharma Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),INW
03/06/14,Horizon Pharma to Present at the 26th Annual ROTH Conference,INW
03/05/14,Horizon Pharma Names Robert F. Carey Executive Vice President and Chief Business Officer,INW
03/04/14,Horizon Pharma Plc(HZNP-US) Schedules ROTH Capital Partners Conference for 10-March-2014 12:00 PM ET,FCSTEV
02/27/14,Horizon Pharma Plc(HZNP-US) Schedules Q4 2013 Earnings Call for 13-March-2014 8:00 AM ET,FCSTEV
02/27/14,Horizon Pharma Plc(HZNP-US) Schedules Q4 2013 Earnings Release for 13-March-2014,FCSTEV
02/27/14,"Horizon Pharma to Host Conference Call and Webcast to Discuss Fourth Quarter and Full Year 2013 Financial Results on March 13, 2014",INW
02/24/14,Horizon Pharma Plc(HZNP-US) Schedules Cowen & Co. Healthcare Conference for 3-March-2014 2:10 PM ET,FCSTEV
02/24/14,Horizon Pharma to Present at the Cowen and Company 34th Annual Health Care Conference,INW
02/11/14,"Horizon Pharma Provides Update on February 10-11, 2014 FDA Joint Advisory Committee Meeting on Cardiovascular Risk of NSAIDs",INW
02/06/14,Horizon Pharma Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),INW
02/04/14,Horizon Pharma Plc(HZNP-US) Schedules BIO CEO & Investor Conference for 11-February-2014 2:00 PM ET,FCSTEV
02/04/14,Horizon Pharma to Present at the 16th Annual BIO CEO and Investor Conference,INW
01/29/14,Horizon Pharma Announces Preliminary Fourth Quarter and Full Year 2013 Revenue and Provides VIMOVO(R) Update,INW
01/09/14,Horizon Pharma Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),INW
01/02/14,Horizon Pharma Announces Availability of Horizon-Labeled VIMOVO(R) in the United States,INW
12/19/13,Horizon Pharma Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),INW
12/17/13,Horizon Pharma to Be Added to NASDAQ Biotechnology Index,INW
12/05/13,Horizon Pharma Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),INW
11/26/13,Horizon Pharma Plc(HZNP-US) Schedules Piper Jaffray Health Care Conference for 3-December-2013 1:30 PM ET,FCSTEV
11/26/13,Horizon Pharma to Present at the Piper Jaffray 25th Annual Healthcare Conference,INW
11/20/13,"Five Star Equities Issues New Research Reports on HZNP, IPCI, MDT and PFE",NEWS_ACW
11/19/13,"HZNP, FB, GRPN and IPCI added to NASDAQ Active Stock Watch List at GSR",NEWS_ACW
11/19/13,"Horizon Pharma Plc(HZNP-US) Schedules Acquisition of U.S. Rights to VIMOVO from AstraZeneca AB by Horizon Pharma, Inc Call for 19-November-2013 8:00 AM ET",FCSTEV
11/19/13,Horizon Pharma Announces Pricing of $150 Million of 5.00% Convertible Senior Notes,INW
11/19/13,Horizon Pharma Announces Agreement to Acquire U.S. Rights to VIMOVO(R) and Provides 2014 Guidance,INW
11/12/13,Horizon Pharma Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),INW
11/11/13,"OXBT, HZNP, PPHM and NWBO added to NASDAQ Healthcare Stock Watch List at GSR",NEWS_ACW
11/11/13,Horizon Pharma and Mundipharma Sign Exclusive Agreement to Commercialize LODOTRA(R) in the Middle East and Africa,INW
11/08/13,"Horizon Pharma Announces Third Quarter 2013 Financial Results, Reports Net Revenue of $26.2 Million",INW
11/04/13,Horizon Pharma Plc(HZNP-US) Schedules Q3 2013 Earnings Release for 8-November-2013,FCSTEV
11/04/13,Horizon Pharma Plc(HZNP-US) Schedules Q3 2013 Earnings Call for 8-November-2013 8:00 AM ET,FCSTEV
11/04/13,"Horizon Pharma to Host Conference Call and Webcast to Discuss Third Quarter 2013 Financial Results on November 8, 2013",INW
10/29/13,Horizon Pharma Presents New Clinical Data Demonstrating RAYOS(R) (Prednisone) Delayed-Release Tablets Produce a Sustained Reduction in Morning Symptoms in Patients With Rheumatoid Arthritis,INW
10/21/13,Horizon Pharma Announces Clinical Data on RAYOS(R) (Prednisone) Delayed-Release Tablets to Be Presented at the American College of Rheumatology Annual Meeting,INW
10/02/13,Horizon Pharma Plc(HZNP-US) Schedules BIO Investor Forum for 9-October-2013 1:00 PM ET,FCSTEV
10/02/13,Horizon Pharma to Present at the 12th Annual BIO Investor Forum,INW
09/20/13,Horizon Pharma to Present at the 20th Annual NewsMakers in the Biotech Industry Conference,INW
09/05/13,Horizon Pharma Announces Sanofi Compiegne as Additional Manufacturing Site for DUEXIS(R),INW
09/04/13,Horizon Pharma Plc(HZNP-US) Schedules Stifel Nicolaus Weisel Healthcare Conference for 11-September-2013 1:30 PM ET,FCSTEV
09/04/13,Horizon Pharma to Present at the Stifel Nicolaus Annual Healthcare Conference,INW
08/27/13,"Horizon Pharma Files Patent Infringement Lawsuit Against Watson Laboratories, Inc. - Florida for Filing an ANDA Against RAYOS(R)",INW
08/22/13,Horizon Pharma Announces Settlement of DUEXIS(R) Patent Litigation With Par Pharmaceutical,INW
08/09/13,Horizon Pharma Announces Second Quarter 2013 Financial Results and Provides Business Update,INW
07/29/13,Horizon Pharma Plc(HZNP-US) Schedules Q2 2013 Earnings Release for 9-August-2013,FCSTEV
07/29/13,Horizon Pharma Plc(HZNP-US) Schedules Q2 2013 Earnings Call for 9-August-2013 8:00 AM ET,FCSTEV
07/29/13,"Horizon Pharma to Host Conference Call and Webcast to Discuss Second Quarter 2013 Financial Results on August 9, 2013",INW
07/02/13,Horizon Pharma Plc(HZNP-US) Schedules JMP Securities Health Care Conference for 9-July-2013 11:30 AM ET,FCSTEV
07/02/13,Horizon Pharma to Present at the 8th Annual JMP Securities Healthcare Conference,INW
05/30/13,Horizon Pharma Plc(HZNP-US) Schedules Annual General Meeting for 31-May-2013,FCSTEV
05/29/13,Horizon Pharma Announces Receipt of Fifth U.S. Patent Allowance for DUEXIS(R),INW
05/10/13,Horizon Pharma Announces First Quarter 2013 Financial Results and Provides Business Update,INW
04/29/13,Horizon Pharma Plc(HZNP-US) Schedules Q1 2013 Earnings Call for 10-May-2013 8:00 AM ET,FCSTEV
04/29/13,Horizon Pharma Plc(HZNP-US) Schedules Q1 2013 Earnings Release for 10-May-2013,FCSTEV
04/29/13,"Horizon Pharma to Host Conference Call and Webcast to Discuss First Quarter 2013 Financial Results on May 10, 2013",INW
04/02/13,Horizon Pharma Plc(HZNP-US) Schedules BioCentury Future Leaders in the Biotech Industry Conference for 5-April-2013 1:30 PM ET,FCSTEV
03/28/13,Horizon Pharma to Present at the 20th Annual Future Leaders in the Biotech Industry Conference,INW
03/26/13,"Free Research Reports on CTIC, HZNP, LEDS and STXS Issued by the Bedford Report",INW
03/18/13,Horizon Pharma Reports 2012 Financial Results and Provides Business Update,INW
03/11/13,Horizon Pharma to Present at the 25th Annual ROTH Conference,INW
03/08/13,"Free Research Reports on AFFY, CIEN, HZNP and JRCC Issued by the Bedford Report",INW
03/07/13,Horizon Pharma Receives Marketing Authorization for DUEXIS(R) From the United Kingdom Medicines and Healthcare Products Regulatory Agency,INW
03/05/13,Horizon Pharma Plc(HZNP-US) Schedules ROTH Capital Partners Growth Stock Conference for 18-March-2013 11:30 AM ET,FCSTEV
03/04/13,Horizon Pharma Plc(HZNP-US) Schedules Q4 2012 Earnings Call for 18-March-2013 8:00 AM ET,FCSTEV
03/04/13,Horizon Pharma Plc(HZNP-US) Schedules Q4 2012 Earnings Release for 18-March-2013,FCSTEV
03/04/13,"Horizon Pharma to Host Conference Call and Webcast to Discuss Fourth Quarter and Full Year 2012 Financial Results on March 18, 2013",INW
02/26/13,Horizon Pharma Plc(HZNP-US) Schedules Cowen & Company Healthcare Conference for 5-March-2013 10:00 AM ET,FCSTEV
02/26/13,Horizon Pharma to Present at the Cowen and Company 33rd Annual Health Care Conference,INW
02/11/13,Horizon Pharma Plc(HZNP-US) Schedules BioTechnology Industry Organization CEO & Investor Conference for 11-February-2013 4:30 PM ET,FCSTEV
02/11/13,"Horizon Pharma Announces Preliminary Fourth Quarter and Full Year 2012 Revenues, Full U.S. Commercial Launch of RAYOS(R) (Prednisone) Delayed-Release Tablets and Approval of LODOTRA(R) in South Korea",INW
02/06/13,Horizon Pharma Announces the U.S. Patent and Trademark Office Issued an Additional Notice of Allowance With Claims Covering RAYOS(R) (Prednisone) Delayed-Release Tablets,INW
02/05/13,Horizon Pharma Announces Receipt of Additional U.S. Patent Allowance for DUEXIS(R),INW
02/04/13,Horizon Pharma to Present at the 15th Annual BIO CEO and Investor Conference,INW
12/21/12,Horizon Pharma to Receive Approval of DUEXIS(R) From the United Kingdom (UK) Medicines and Healthcare Products Regulatory Agency (MHRA) ,INW
12/03/12,Horizon Pharma Begins Initial Commercial Launch of RAYOS(R) (prednisone) Delayed-Release Tablets in the United States ,INW
11/15/12,"Free Research Reports on CALI, HZNP, MEIP and ROYL Issued by the Bedford Report ",INW
11/13/12,Horizon Pharma Announces Third Quarter 2012 Financial Results and Provides Business Update ,INW
11/12/12,Horizon Pharma Presents Clinical Data Demonstrating RAYOS(R) (prednisone) Delayed-Release Tablets Reduce Morning Stiffness in Patients With Active Rheumatoid Arthritis ,INW
11/11/12,Horizon Pharma Presents Clinical Data Demonstrating RAYOS(R) (prednisone) Delayed-Release Tablets Reduce Fatigue in Patients With Active Rheumatoid Arthritis ,INW
11/05/12,Horizon Pharma Announces Clinical Data on RAYOS(R) (Prednisone) Delayed-Release Tablets to Be Presented at the American College of Rheumatology Annual Meeting ,INW
10/30/12,Horizon Pharma Plc(HZNP-US) Schedules Q3 2012 Earnings Release for 13-November-2012,FCSTEV
10/30/12,Horizon Pharma Plc(HZNP-US) Schedules Q3 2012 Earnings Call for 13-November-2012 8:00 AM ET,FCSTEV
10/30/12,"Horizon Pharma to Host Conference Call and Webcast to Discuss Third Quarter 2012 Financial Results on November 13, 2012 ",INW
10/29/12,Horizon Therapeutics Plc(HZNP-US) Schedules Investment Community Briefing for 12-November-2012 6:30 AM ET,FCSTEV
10/29/12,"Horizon Pharma to Host an Investment Community Briefing on RAYOS(R) on Monday, November 12, 2012 ",INW
10/15/12,Horizon Pharma Announces the U.S. Patent and Trademark Office Has Issued a Notice of Allowance With Claims Covering RAYOS(R) (Prednisone) Delayed-Release Tablets ,INW
09/27/12,Horizon Pharma Plc(HZNP-US) Schedules BIO Investor Forum for 9-October-2012 7:30 PM ET,FCSTEV
09/27/12,Horizon Pharma to Present at the 11th Annual BIO Investor Forum ,INW
09/25/12,Horizon Pharma Announces Exercise in Full of Overallotment Option and Completion of Public Offering of Common Stock and Warrants to Purchase Common Stock ,INW
09/20/12,Horizon Pharma Prices $75 Million Public Offering of Common Stock and Warrants to Purchase Common Stock ,INW
09/19/12,Horizon Pharma Announces Proposed Public Offering of Common Stock ,INW
08/24/12,Horizon Pharma Plc(HZNP-US) Schedules BioCentury and Thomson Reuters NewsMakers in the BIotech Industry Conference for 7-September-2012 11:30 AM ET,FCSTEV
08/24/12,Horizon Pharma to Present at the BioCentury NewsMakers in the Biotech Industry Conference ,INW
08/22/12,Horizon Pharma Plc(HZNP-US) Schedules Stifel Nicolaus Healthcare Conference for 6-September-2012 2:40 PM ET,FCSTEV
08/22/12,Horizon Pharma to Present at the Stifel Nicolaus Healthcare Conference ,INW
08/10/12,Horizon Pharma Announces Second Quarter 2012 Financial Results and Provides Business Update ,INW
07/30/12,Horizon Pharma Plc(HZNP-US) Schedules Q2 2012 Earnings Call for 10-August-2012 8:00 AM ET,FCSTEV
07/30/12,Horizon Pharma Plc(HZNP-US) Schedules Q2 2012 Earnings Release for 10-August-2012,FCSTEV
07/30/12,"Horizon Pharma to Host Conference Call and Webcast to Discuss Second Quarter 2012 Financial Results on August 10, 2012 ",INW
06/29/12,Horizon Pharma Plc(HZNP-US) Schedules JMP Securities Health Care Conference for 12-July-2012 12:00 PM ET,FCSTEV
06/29/12,Horizon Pharma to Present at the 7th Annual JMP Securities Healthcare Conference ,INW
06/19/12,"Microcaps To Watch - HZNP, PSTI, CPST",NEWS_ACW
05/10/12,Horizon Pharma Announces First Quarter 2012 Financial Results ,INW
05/07/12,Annals of the Rheumatic Diseases Publishes Pivotal Phase 3 Study Demonstrating Efficacy and Safety of RAYOS(R) (Delayed-Release Prednisone) in Combination With DMARD Therapy in Rheumatoid Arthritis Patients ,INW
05/02/12,Horizon Pharma Plc(HZNP-US) Schedules JMP Securities Research Conference for 14-May-2012 1:00 PM ET,FCSTEV
05/02/12,Horizon Pharma to Present at the 11th Annual JMP Securities Research Conference ,INW
05/01/12,Horizon Pharma Plc(HZNP-US) Schedules Q1 2012 Earnings Call for 10-May-2012 8:00 AM ET,FCSTEV
05/01/12,Horizon Pharma Plc(HZNP-US) Schedules Q1 2012 Earnings Release for 10-May-2012,FCSTEV
05/01/12,"Horizon Pharma to Host Conference Call and Webcast to Discuss First Quarter 2012 Financial Results on May 10, 2012 ",INW
04/30/12,Horizon Pharma Plc(HZNP-US) Schedules Annual General Meeting for 8-June-2012 9:00 AM ET,FCSTEV
03/28/12,"Horizon Pharma Files Patent Infringement Lawsuit Against Par Pharmaceutical, Inc. for Filing an ANDA Against DUEXIS(R) ",INW
03/23/12,Horizon Pharma Plc(HZNP-US) Schedules Q4 2011 Earnings Release for 23-March-2012,FCSTEV
03/23/12,Horizon Pharma Reports Fourth Quarter and Full Year 2011 Financial Results ,INW
03/08/12,Horizon Pharma Appoints Gino Santini to Board of Directors ,INW
03/07/12,Horizon Pharma Enters Into Exclusive Agreement With Mundipharma for Commercialization of LODOTRA(R) (Modified-Release Prednisone) in Latin America ,INW
02/29/12,Horizon Pharma Announces $50.8 Million Private Placement ,INW
02/22/12,Horizon Pharma Secures $60 Million Loan Facility ,INW
02/21/12,Horizon Pharma Plc(HZNP-US) Schedules Cowen & Co. Healthcare Conference for 5-March-2012 4:50 PM ET,FCSTEV
02/21/12,Horizon Pharma to Present at the Cowen and Company Health Care Conference ,INW
02/16/12,Horizon Receives Notice of Paragraph IV Certification Against Patents for DUEXIS(R) ,INW
02/13/12,Horizon Pharma Modifies DUEXIS(R) Marketing Authorization Application to Include Recently Approved Manufacturing Site ,INW
02/02/12,Horizon Pharma Plc(HZNP-US) Schedules BIO CEO & Investor Conference for 14-February-2012 1:30 PM ET,FCSTEV
02/02/12,Horizon Pharma to Present at the 14th Annual BIO CEO and Investor Conference ,INW
12/05/11,Horizon Pharma Announces Launch of DUEXIS(R) (Ibuprofen/Famotidine) 800 mg/26.6 mg in the United States ,INW
11/29/11,Horizon Pharma Announces U.S. Food and Drug Administration Acceptance of LODOTRA(R) New Drug Application for Review for the Treatment of Rheumatoid Arthritis ,INW
11/14/11,Horizon Pharma Plc(HZNP-US) Schedules Q3 2011 Earnings Release for 14-November-2011,FCSTEV
11/14/11,Horizon Pharma Reports Third Quarter 2011 Financial Results and Provides DUEXIS Launch Update ,INW
11/14/11,Horizon Pharma and Sanofi Announce FDA Approval of DUEXIS(R) Commercial Manufacturing Facility ,INW
11/11/11,Horizon Pharma Plc(HZNP-US) Schedules Mizuho Securities Corporate Access Day for 17-November-2011,FCSTEV
10/21/11,"Horizon Pharma, Inc [HZNP] to Ring The NASDAQ Stock Market Closing Bell in Celebration of July 2011 IPO",PMZ
10/21/11,"Horizon Pharma to Ring the NASDAQ Stock Market Closing Bell on October 24, 2011 ",INW
10/13/11,Horizon Pharma Receives U.S. Patent Allowance for DUEXIS(R) in the United States ,INW
09/30/11,Horizon Pharma Adds Two New Biopharmaceutical Executives to Its Board of Directors ,INW
09/28/11,Horizon Pharma Submits New Drug Application for LODOTRA(R) for the Treatment of Rheumatoid Arthritis ,INW
09/14/11,Horizon Pharma Plc(HZNP-US) Schedules JMP Securities LLC Healthcare Conference for 28-September-2011 10:00 AM ET,FCSTEV
09/14/11,Horizon Pharma to Present at the JMP Securities Healthcare Conference ,INW
09/06/11,Horizon Pharma Receives U.S. Patent Allowance for DUEXIS(R) (Ibuprofen/Famotidine) ,INW
08/31/11,Horizon Pharma Reports Second Quarter 2011 Financial Results ,INW
08/30/11,Horizon Pharma Plc(HZNP-US) Schedules Q2 2011 Earnings Release for 31-August-2011,FCSTEV
08/25/11,"Horizon Pharma Plc(HZNP-US) Schedules Stifel, Nicolaus & Company Inc. Healthcare Conference for 8-September-2011 8:35 AM ET",FCSTEV
08/25/11,Horizon Pharma to Present at the 2011 Stifel Nicolaus Healthcare Conference ,INW
07/28/11,Horizon Pharma Announces Pricing of Its Initial Public Offering ,INW
